MASV1,F_MAKH,F_TENLOP,F_KHOI,F_MANG,F_TENNGVN
93200373,DC,DC1201,DHDCDIA12,DIA,Địa chất-Dầu khí
54727995,DC,DC1201,DHDCDIA12,DIA,Địa chất-Dầu khí
80818770,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
82734009,DC,DC1201,DHDCDIA12,DIA,Địa chất-Dầu khí
35171825,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
21545243,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
54406948,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
15969876,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
27634720,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
80250630,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
530723,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
44263356,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
66608926,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
85357805,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
76570559,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
20179691,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
10888700,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
86778694,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
50739694,VP,VP2012/1,DHVPVPP12,VPP,KS CLC Việt Pháp
64989785,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
60668030,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
10153257,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
58385930,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
60477872,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
81548967,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
83003945,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
17417550,DC,DC1202,DHDCDIA12,DIA,Địa chất-Dầu khí
71899376,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
41848707,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
43587092,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
64298908,DC,DC1204,DHDCDIA12,DIA,Địa chất-Dầu khí
41986709,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
41889705,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
7840166,DC,DC1203,DHDCDIA12,DIA,Địa chất-Dầu khí
17456367,DC,DC1301,DHDCDIA13,DIA,Địa chất-Dầu khí
77190765,DC,DC1301,DHDCDIA13,DIA,Địa chất-Dầu khí
83091334,DC,DC1302,DHDCDIA13,DIA,Địa chất-Dầu khí
26271026,DC,DC1302,DHDCDIA13,DIA,Địa chất-Dầu khí
6667005,DC,DC1303,DHDCDIA13,DIA,Địa chất-Dầu khí
49744579,DC,DC1301,DHDCDIA13,DIA,Địa chất-Dầu khí
16731381,DC,DC1301,DHDCDIA13,DIA,Địa chất-Dầu khí
45335089,DD,DD09LT10,DHDDDDT09,DDT,Điện - Điện tử
14320206,DD,DD09LT11,DHDDDDT09,DDT,Điện - Điện tử
72354031,DD,DD09LT11,DHDDDDT09,DDT,Điện - Điện tử
54608867,DD,DD10LT09,DHDDDDT10,DDT,Điện - Điện tử
85759556,DD,DD10LT08,DHDDDDT10,DDT,Điện - Điện tử
12718147,DD,DD10LT10,DHDDDDT10,DDT,Điện - Điện tử
71182666,DD,DD10DV2,DHDDDVT10,DVT,KT ĐiệnTử -ViễnThông
82292071,DD,DD10LT10,DHDDDDT10,DDT,Điện - Điện tử
27780572,DD,DD10LT07,DHDDDDT10,DDT,Điện - Điện tử
26981571,DD,DD10LT08,DHDDDDT10,DDT,Điện - Điện tử
53324321,DD,DD10LT10,DHDDDDT10,DDT,Điện - Điện tử
95554100,DD,DD10LT02,DHDDDDT10,DDT,Điện - Điện tử
39777235,DD,DD10DV7,DHDDDVT10,DVT,KT ĐiệnTử -ViễnThông
89132284,DD,DD10LT09,DHDDDDT10,DDT,Điện - Điện tử
27553606,DD,DD11LT06,DHDDDDT11,DDT,Điện - Điện tử
19046826,DD,DD11LT12,DHDDDDT11,DDT,Điện - Điện tử
8110744,DD,DD11LT08,DHDDDDT11,DDT,Điện - Điện tử
87914620,DD,DD11LT10,DHDDDDT11,DDT,Điện - Điện tử
99029439,DD,DD11LT06,DHDDDDT11,DDT,Điện - Điện tử
93318382,DD,DD11LT11,DHDDDDT11,DDT,Điện - Điện tử
3064519,DD,DD11LT03,DHDDDDT11,DDT,Điện - Điện tử
88213215,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
82797013,DD,DD11LT13,DHDDDDT11,DDT,Điện - Điện tử
38524739,DD,DD11LT13,DHDDDDT11,DDT,Điện - Điện tử
81787136,DD,DD11LT04,DHDDDDT11,DDT,Điện - Điện tử
9138613,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
43111186,DD,DD11LT06,DHDDDDT11,DDT,Điện - Điện tử
4575978,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
65909615,DD,DD11LT02,DHDDDDT11,DDT,Điện - Điện tử
57930520,DD,DD11BK02,DHDDDDT11,DDT,Điện - Điện tử
22872744,DD,DD11LT09,DHDDDDT11,DDT,Điện - Điện tử
19194691,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
50285897,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
67475718,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
5117699,DD,DD11LT14,DHDDDDT11,DDT,Điện - Điện tử
99630656,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
81407017,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
6503276,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
5557770,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
18643791,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
64527636,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
40216245,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
31668861,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
5577420,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
7500995,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
78994010,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
86481346,DD,DD12LT11,DHDDDDT12,DDT,Điện - Điện tử
44774631,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
17009202,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
71149304,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
62835540,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
94328789,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
83046530,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
56305860,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
28394255,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
99153403,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
44265188,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
32768243,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
70141027,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
355652,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
70011147,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
77368008,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
44536441,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
44339094,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
13033563,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
73158152,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
82280853,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
31166032,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
33824292,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
66508257,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
27644413,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
44205329,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
64260008,DD,DD12KSVT,DHDDVTN12,VTN,Điện Tử -VThông (TN)
92361416,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
3194729,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
6167502,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
29212700,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
9434365,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
3031871,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
83588270,DD,DD12LT01,DHDDDDT12,DDT,Điện - Điện tử
21892783,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
28004965,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
96983474,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
9189136,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
90376575,DD,DD12LT06,DHDDDDT12,DDT,Điện - Điện tử
31427443,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
44265150,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
20562747,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
54402046,DD,DD12KSVT,DHDDVTN12,VTN,Điện Tử -VThông (TN)
54189395,DD,DD12LT06,DHDDDDT12,DDT,Điện - Điện tử
52769188,DD,DD12LT08,DHDDDDT12,DDT,Điện - Điện tử
94788956,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
47539234,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
3770156,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
92006975,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
22539789,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
37488274,DD,DD12KSKT,DHDDETN12,ETN,Điện năng (TN)
86519022,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
5204652,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
78513006,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
61746284,DD,DD12LT02,DHDDDDT12,DDT,Điện - Điện tử
57195403,DD,DD12LT04,DHDDDDT12,DDT,Điện - Điện tử
75834475,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
75220442,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
3358154,DD,DD12LT06,DHDDDDT12,DDT,Điện - Điện tử
22143758,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
91361731,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
99670596,DD,DD12LT06,DHDDDDT12,DDT,Điện - Điện tử
92732848,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
13894439,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
25758808,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
73444678,VP,VP2012/2,DHVPVPP12,VPP,KS CLC Việt Pháp
55500254,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
98893861,DD,DD12LT05,DHDDDDT12,DDT,Điện - Điện tử
56247224,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
20277551,DD,DD12LT08,DHDDDDT12,DDT,Điện - Điện tử
85467348,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
39673593,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
20361950,DD,DD12LT11,DHDDDDT12,DDT,Điện - Điện tử
12422536,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
10680082,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
98844381,DD,DD12LT11,DHDDDDT12,DDT,Điện - Điện tử
1130793,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
57291205,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
51882422,DD,DD12LT11,DHDDDDT12,DDT,Điện - Điện tử
35086554,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
67878585,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
2810145,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
18435274,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
77444914,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
42707095,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
79853133,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
69549952,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
28555069,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
3235521,DD,DD12LT07,DHDDDDT12,DDT,Điện - Điện tử
523446,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
76695260,DD,DD12LT03,DHDDDDT12,DDT,Điện - Điện tử
65609483,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
80535718,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
36609953,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
51485932,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
60915533,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
44614901,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
76412564,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
61222750,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
99453722,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
36218106,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
17315307,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
93573818,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
26156571,DD,DD12LT10,DHDDDDT12,DDT,Điện - Điện tử
9477261,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
20731806,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
13969992,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
5677226,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
55878594,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
64474557,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
8089610,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
91183106,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
58230753,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
60341591,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
5421136,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
44051164,DD,DD12KSKT,DHDDETN12,ETN,Điện năng (TN)
95143860,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
68004551,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
56950633,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
19519329,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
51794959,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
57202139,DD,DD12KSVT,DHDDVTN12,VTN,Điện Tử -VThông (TN)
98759848,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
19746129,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
74357674,DD,DD12BK02,DHDDDDT12,DDT,Điện - Điện tử
86753850,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
45962751,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
6053453,DD,DD12LT11,DHDDDDT12,DDT,Điện - Điện tử
5644079,DD,DD12BK01,DHDDDDT12,DDT,Điện - Điện tử
67846306,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
61140514,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
63729816,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
33094709,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
35048485,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
55727225,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
83278030,DD,DD12LT12,DHDDDDT12,DDT,Điện - Điện tử
96028716,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
72177823,DD,DD12LT14,DHDDDDT12,DDT,Điện - Điện tử
63650551,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
68659619,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
75730769,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
69939245,DD,DD12LT13,DHDDDDT12,DDT,Điện - Điện tử
5282283,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
6293230,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
5521399,DD,DD12LT09,DHDDDDT12,DDT,Điện - Điện tử
69534323,DD,DD13LT06,DHDDDDT13,DDT,Điện - Điện tử
39481283,DD,DD13LT02,DHDDDDT13,DDT,Điện - Điện tử
52196845,DD,DD13LT02,DHDDDDT13,DDT,Điện - Điện tử
84157583,DD,DD13LT02,DHDDDDT13,DDT,Điện - Điện tử
89642046,DD,DD13LT04,DHDDDDT13,DDT,Điện - Điện tử
37842574,DD,DD13LT04,DHDDDDT13,DDT,Điện - Điện tử
18751243,DD,DD13LT08,DHDDDDT13,DDT,Điện - Điện tử
32755371,DD,DD13LT10,DHDDDDT13,DDT,Điện - Điện tử
47768992,DD,DD13LT11,DHDDDDT13,DDT,Điện - Điện tử
99249794,DD,DD13LT11,DHDDDDT13,DDT,Điện - Điện tử
96071288,MT,MT1007,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
49126775,MT,MT1005,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
65972908,MT,MT1008,DHMTCTT10,CTT,MT&CôngNghệ ThôngTin
52363630,MT,MT10KT02,DHMTKTM10,KTM,Kỹ thuật Máy tính
56246725,MT,MT10KT02,DHMTKTM10,KTM,Kỹ thuật Máy tính
19878152,MT,MT1106,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
67470635,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
63125658,MT,MT1102,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
63153648,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
16933401,MT,MT1105,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
40538601,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
44305681,MT,MT1108,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
74641705,MT,MT1104,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
80873233,MT,MT11KHTN,DHMTKHT11,KHT,Khoa học MáyTính(TN)
38956810,MT,MT1103,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
44889603,MT,MT11KT02,DHMTKTM11,KTM,Kỹ thuật Máy tính
10856722,MT,MT1107,DHMTCTT11,CTT,MT&CôngNghệ ThôngTin
12430759,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
66249535,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
62420680,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
7429070,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
43513140,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
27681356,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
47378032,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
89828595,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
20736770,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
36798355,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
39644852,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
50867216,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
60663825,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
91971871,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
28428073,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
39776401,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
86162643,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
48086472,MT,MT12KTTN,DHMTKTT12,KTT,Kỹ thuật MáyTính(TN)
17990176,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
60833535,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
83693755,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
29424930,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
76571949,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
91888677,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
50267149,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
96564262,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
49884822,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
68698120,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
44001333,MT,MT12KHTN,DHMTKHT12,KHT,Khoa học MáyTính(TN)
42878725,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
71816163,MT,MT1202,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
18940205,MT,MT1205,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
29505783,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
9287504,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
76009553,MT,MT1201,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
12851565,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
18532350,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
74257921,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
46524727,MT,MT1206,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
42400324,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
45697448,MT,MT1206,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
44807720,MT,MT1206,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
85366261,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
22330810,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
31114343,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
21768726,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
13813128,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
39508773,MT,MT1203,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
74873074,MT,MT1203,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
23247349,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
81189218,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
79214377,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
31845792,MT,MT1203,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
30714301,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
63081075,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
35325220,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
37666160,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
67848588,MT,MT12KH05,DHMTKHM12,KHM,Khoa học Máy tính
19146356,MT,MT1203,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
96265393,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
57525295,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
84454156,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
68463862,MT,MT1204,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
19660650,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
31281469,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
2442454,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
2367893,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
88065586,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
65379521,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
71559634,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
93458426,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
24685367,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
96947263,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
71916203,MT,MT1207,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
25838448,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
59877859,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
80178891,MT,MT1208,DHMTCTT12,CTT,MT&CôngNghệ ThôngTin
67471368,MT,MT1308,DHMTCTT13,CTT,MT&CôngNghệ ThôngTin
38788009,MT,MT1304,DHMTCTT13,CTT,MT&CôngNghệ ThôngTin
2694727,HC,HC10HC04,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
49495407,HC,HC10HC11,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
54451029,HC,HC10HC02,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
37968313,HC,HC10HC07,DHHCHOA10,HOA,CN Hóa học &ThựcPhẩm
76984818,HC,HC11HC10,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
26628003,HC,HC11HC06,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
85284714,HC,HC11HC07,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
59301901,HC,HC11HC03,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
3885968,HC,HC11HC11,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
82445695,HC,HC11HC02,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
25409440,HC,HC11HC08,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
88291174,HC,HC11HD,DHHCHDP11,HDP,Kỹ thuật Hóa dược
35449888,HC,HC11HC06,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
54803647,HC,HC11HC01,DHHCHOA11,HOA,CN Hóa học &ThựcPhẩm
81922809,HC,HC12HC03,DHHCHOA12,HOA,CN Hóa học &ThựcPhẩm
46530193,HC,HC12HC03,DHHCHOA12,HOA,CN Hóa học &ThựcPhẩm
58428222,HC,HC12DK,DHHCHDK12,HDK,Kỹ thuật cb dầu khí
2003286,HC,HC12HC03,DHHCHOA12,HOA,CN Hóa học &ThựcPhẩm
16563471,HC,HC12HC03,DHHCHOA12,HOA,CN Hóa học &ThựcPhẩm
16620071,HC,HC12HC02,DHHCHOA12,HOA,CN Hóa học &ThựcPhẩm
